accident_id,0,injury_id,1
562,562,0,0
594,594,0,0
113,113,0,0
618,618,0,0
422,422,0,0
420,420,0,0
419,419,0,0
421,421,0,0
1129,1129,55,55
423,423,0,0
961,961,0,0
463,463,0,0
55666,55666,0,0
453,453,0,0
468,468,0,0
105,105,0,0
278,278,0,0
147,147,0,0
110,110,53,53
273,273,0,0
20,20,0,0
268,268,0,0
24950,24950,56,56
25168,25168,0,0
24982,24982,0,0
926,926,0,0
26228,26228,0,0
26229,26229,0,0
31001,31001,0,0
29357,29357,0,0
13165,13165,0,0
30638,30638,0,0
31163,31163,55,55
33108,33108,0,0
36049,36049,0,0
2355,2355,0,0
35655,35655,0,0
31168,31168,0,0
29524,29524,0,0
27534,27534,0,0
36668,36668,0,0
29252,29252,56,56
29647,29647,0,0
27512,27512,59,59
64,64,0,0
31330,31330,0,0
28332,28332,0,0
28867,28867,0,0
11896,11896,0,0
29943,29943,0,0
31430,31430,0,0
33915,33915,0,0
33971,33971,0,0
34714,34714,56,56
35878,35878,53,53
27104,27104,0,0
33785,33785,0,0
35898,35898,0,0
36335,36335,0,0
29677,29677,0,0
31531,31531,0,0
28689,28689,0,0
31455,31455,0,0
31935,31935,0,0
39765,39765,0,0
2377,2377,0,0
31972,31972,0,0
3879,3879,0,0
2296,2296,53,53
32078,32078,0,0
24756,24756,0,0
32043,32043,0,0
2342,2342,0,0
33112,33112,0,0
2261,2261,54,54
33986,33986,55,55
33545,33545,0,0
32732,32732,0,0
2386,2386,0,0
2522,2522,0,0
31553,31553,0,0
2528,2528,0,0
2323,2323,0,0
2436,2436,0,0
3450,3450,0,0
2500,2500,55,55
1049,1049,52,52
3973,3973,53,53
31329,31329,0,0
1160,1160,54,54
3825,3825,0,0
3654,3654,0,0
3121,3121,0,0
1052,1052,59,59
33579,33579,57,57
31479,31479,58,58
4035,4035,0,0
1074,1074,56,56
1082,1082,55,55
28614,28614,59,59
34269,34269,59,59
26265,26265,56,56
29550,29550,0,0
34359,34359,0,0
1082,1082,59,59
34360,34360,0,0
33147,33147,0,0
29246,29246,0,0
30383,30383,0,0
30735,30735,0,0
1058,1058,0,0
2400,2400,0,0
33120,33120,0,0
1059,1059,0,0
33540,33540,0,0
25966,25966,0,0
31447,31447,0,0
34217,34217,0,0
33418,33418,0,0
1077,1077,0,0
1060,1060,54,54
1163,1163,56,56
2010,2010,51,51
2070,2070,52,52
2070,2070,58,58
1165,1165,0,0
2052,2052,0,0
2108,2108,0,0
1159,1159,0,0
1174,1174,0,0
1168,1168,52,52
2026,2026,0,0
2039,2039,52,52
2174,2174,0,0
2150,2150,0,0
903,903,0,0
905,905,0,0
919,919,0,0
1078,1078,52,52
854,854,0,0
857,857,54,54
846,846,0,0
858,858,0,0
862,862,0,0
864,864,0,0
856,856,0,0
885,885,0,0
2202,2202,0,0
2133,2133,0,0
2143,2143,56,56
887,887,0,0
893,893,0,0
892,892,0,0
2018,2018,0,0
1046,1046,0,0
904,904,0,0
920,920,0,0
949,949,0,0
880,880,0,0
748,748,0,0
806,806,0,0
808,808,52,52
752,752,0,0
838,838,0,0
840,840,52,52
823,823,0,0
790,790,0,0
698,698,0,0
699,699,0,0
928,928,0,0
927,927,0,0
930,930,0,0
936,936,0,0
945,945,56,56
1004,1004,52,52
654,654,0,0
796,796,0,0
809,809,0,0
832,832,0,0
826,826,0,0
827,827,0,0
4158,4158,0,0
8325,8325,0,0
4081,4081,56,56
4051,4051,52,52
4047,4047,0,0
4027,4027,0,0
4038,4038,0,0
4364,4364,0,0
4049,4049,0,0
3906,3906,0,0
3876,3876,0,0
3791,3791,55,55
3897,3897,0,0
3789,3789,0,0
3790,3790,0,0
3752,3752,0,0
3686,3686,55,55
3648,3648,0,0
3576,3576,0,0
3531,3531,0,0
651,651,0,0
645,645,0,0
642,642,0,0
842,842,56,56
643,643,0,0
39766,39766,0,0
682,682,54,54
940,940,0,0
711,711,0,0
705,705,53,53
626,626,0,0
753,753,0,0
923,923,0,0
829,829,0,0
824,824,0,0
775,775,0,0
791,791,0,0
773,773,0,0
772,772,0,0
767,767,0,0
811,811,0,0
801,801,0,0
762,762,52,52
709,709,0,0
717,717,0,0
714,714,0,0
931,931,0,0
681,681,0,0
935,935,0,0
648,648,0,0
653,653,0,0
3073,3073,0,0
3512,3512,0,0
3372,3372,0,0
3134,3134,0,0
3343,3343,0,0
3138,3138,56,56
3264,3264,0,0
3055,3055,0,0
2309,2309,0,0
2012,2012,0,0
1173,1173,56,56
855,855,0,0
844,844,0,0
759,759,0,0
789,789,0,0
697,697,0,0
655,655,0,0
679,679,0,0
675,675,0,0
3351,3351,0,0
677,677,0,0
3422,3422,0,0
557,557,0,0
3084,3084,0,0
1045,1045,54,54
1045,1045,55,55
915,915,0,0
3802,3802,0,0
47947,47947,0,0
45988,45988,54,54
37861,37861,0,0
8029,8029,0,0
49370,49370,0,0
30436,30436,0,0
104,104,0,0
81834,81834,0,0
46346,46346,55,55
46383,46383,54,54
3624,3624,59,59
49543,49543,0,0
3820,3820,54,54
608,608,0,0
3684,3684,0,0
49741,49741,0,0
49754,49754,0,0
33702,33702,0,0
36840,36840,59,59
50490,50490,53,53
807,807,52,52
49081,49081,59,59
4415,4415,0,0
89131,89131,54,54
85152,85152,54,54
82311,82311,0,0
25821,25821,0,0
49776,49776,0,0
94737,94737,0,0
95406,95406,0,0
476,476,0,0
50092,50092,0,0
98092,98092,0,0
50130,50130,59,59
351,351,0,0
98697,98697,0,0
46312,46312,0,0
46419,46419,0,0
100013,100013,0,0
50121,50121,53,53
100621,100621,56,56
49876,49876,0,0
49107,49107,55,55
100653,100653,0,0
100634,100634,0,0
49724,49724,54,54
532,532,54,54
506,506,54,54
1144,1144,0,0
451,451,0,0
101262,101262,0,0
464,464,54,54
486,486,59,59
484,484,0,0
491,491,54,54
497,497,0,0
495,495,0,0
1150,1150,55,55
1151,1151,55,55
528,528,54,54
466,466,0,0
465,465,0,0
1142,1142,55,55
1138,1138,55,55
472,472,0,0
439,439,0,0
311,311,0,0
430,430,0,0
432,432,53,53
433,433,0,0
437,437,54,54
418,418,0,0
434,434,0,0
435,435,53,53
1134,1134,0,0
1131,1131,55,55
50088,50088,0,0
49306,49306,0,0
49307,49307,0,0
101975,101975,0,0
49629,49629,0,0
972,972,0,0
4374,4374,55,55
971,971,0,0
3367,3367,0,0
1119,1119,55,55
49143,49143,59,59
10575,10575,0,0
3834,3834,53,53
90877,90877,54,54
1037,1037,55,55
992,992,54,54
993,993,0,0
50189,50189,0,0
4386,4386,0,0
4,4,0,0
989,989,55,55
985,985,55,55
998,998,58,58
1008,1008,55,55
366,366,0,0
50236,50236,0,0
376,376,0,0
1121,1121,55,55
4373,4373,55,55
384,384,0,0
384,384,54,54
50128,50128,0,0
46284,46284,0,0
48216,48216,0,0
46945,46945,0,0
1107,1107,55,55
1111,1111,54,54
1099,1099,0,0
352,352,0,0
49082,49082,59,59
47459,47459,56,56
44238,44238,0,0
46937,46937,0,0
49862,49862,0,0
50011,50011,0,0
49942,49942,0,0
46285,46285,0,0
50244,50244,0,0
184,184,0,0
116,116,0,0
253,253,52,52
1010,1010,0,0
1030,1030,0,0
1024,1024,54,54
1024,1024,55,55
133,133,0,0
1032,1032,54,54
50126,50126,0,0
50065,50065,0,0
118,118,0,0
577,577,0,0
50003,50003,0,0
49014,49014,0,0
74,74,0,0
49681,49681,0,0
957,957,0,0
568,568,0,0
1041,1041,0,0
583,583,54,54
583,583,56,56
329,329,0,0
585,585,54,54
571,571,0,0
587,587,59,59
81,81,0,0
254,254,0,0
1095,1095,54,54
1095,1095,55,55
280,280,0,0
1114,1114,54,54
1114,1114,59,59
50204,50204,0,0
50163,50163,0,0
50258,50258,0,0
48545,48545,0,0
49050,49050,0,0
49317,49317,0,0
50235,50235,0,0
49755,49755,0,0
49914,49914,0,0
49783,49783,0,0
50199,50199,54,54
9088,9088,0,0
63,63,0,0
50265,50265,0,0
50278,50278,0,0
50263,50263,55,55
411,411,0,0
122,122,56,56
394,394,0,0
401,401,0,0
403,403,0,0
392,392,52,52
1103,1103,55,55
145,145,0,0
1104,1104,54,54
1104,1104,55,55
189,189,0,0
235,235,0,0
255,255,0,0
4384,4384,0,0
1117,1117,54,54
50282,50282,0,0
31495,31495,0,0
31554,31554,0,0
48186,48186,0,0
50262,50262,0,0
33233,33233,0,0
31236,31236,0,0
34446,34446,0,0
50274,50274,0,0
33234,33234,0,0
2889,2889,0,0
2939,2939,0,0
50276,50276,55,55
405,405,0,0
613,613,0,0
50302,50302,0,0
50134,50134,0,0
1029,1029,52,52
1029,1029,58,58
2508,2508,0,0
50371,50371,51,51
50390,50390,55,55
49944,49944,0,0
50091,50091,0,0
50403,50403,55,55
50493,50493,56,56
211,211,0,0
2199,2199,52,52
50451,50451,0,0
50208,50208,0,0
50563,50563,0,0
781,781,0,0
12066,12066,0,0
45,45,0,0
50085,50085,0,0
49020,49020,0,0
51199,51199,0,0
49855,49855,0,0
53753,53753,0,0
3812,3812,0,0
90872,90872,54,54
102399,102399,0,0
83975,83975,0,0
85151,85151,0,0
101139,101139,0,0
89491,89491,59,59
89488,89488,0,0
88774,88774,54,54
103994,103994,0,0
104527,104527,0,0
76310,76310,0,0
103382,103382,0,0
96794,96794,0,0
96792,96792,56,56
104507,104507,0,0
100004,100004,0,0
93033,93033,0,0
100627,100627,0,0
99173,99173,0,0
104425,104425,0,0
103753,103753,0,0
98091,98091,0,0
98333,98333,0,0
101770,101770,0,0
104790,104790,0,0
101137,101137,52,52
93513,93513,0,0
95158,95158,55,55
95407,95407,0,0
96796,96796,55,55
104792,104792,0,0
100617,100617,51,51
100623,100623,0,0
101630,101630,0,0
101979,101979,0,0
103381,103381,0,0
104426,104426,0,0
103383,103383,0,0
104244,104244,0,0
104435,104435,55,55
3909,3909,0,0
726,726,0,0
59957,59957,0,0
106035,106035,0,0
101259,101259,0,0
25215,25215,52,52
107563,107563,0,0
101633,101633,52,52
109050,109050,0,0
109045,109045,0,0
112643,112643,0,0
639,639,0,0
112952,112952,52,52
112952,112952,55,55
114449,114449,0,0
634,634,0,0
114454,114454,56,56
114466,114466,55,55
981,981,55,55
112651,112651,52,52
112651,112651,55,55
112651,112651,59,59
114518,114518,0,0
104934,104934,0,0
109400,109400,0,0
109402,109402,0,0
104941,104941,52,52
106939,106939,0,0
112238,112238,0,0
108564,108564,0,0
112621,112621,0,0
112369,112369,0,0
112376,112376,0,0
114455,114455,59,59
40,40,0,0
107564,107564,0,0
108559,108559,0,0
104692,104692,55,55
107726,107726,0,0
114567,114567,51,51
106427,106427,0,0
112642,112642,0,0
90875,90875,54,54
106428,106428,0,0
114563,114563,0,0
114536,114536,0,0
114456,114456,0,0
114584,114584,0,0
114587,114587,0,0
3131,3131,55,55
